HTR: NOTI01181/NOTI01181000019.xml#r3l2         | buker
HTR: NOTI01181/NOTI01181000489.xml#r3l12        | dertig diverse servetties
GT : 12788_NOTI01181/NOTI01181000489.xml#r3l11  | dertig diverse Servetties

HTR: NOTI01181/NOTI01181000489.xml#r3l1         | op de solder
GT : 12788_NOTI01181/NOTI01181000489.xml#r3l17  | „

HTR: NOTI01181/NOTI01181000489.xml#r3l24        | slaapmutsen en koussen
GT : 12788_NOTI01181/NOTI01181000489.xml#r3l21  | slaapmutsen en Koussen

HTR: NOTI01181/NOTI01181000489.xml#r3l48        | Twe swarte lakense rok een
GT : 12788_NOTI01181/NOTI01181000489.xml#r3l43  | Twee swarte lakense rok een

HTR: NOTI01181/NOTI01181000489.xml#r3l49        | zij camisool en een broek
GT : 12788_NOTI01181/NOTI01181000489.xml#r3l44  | zijd Camisool en een broek

HTR: NOTI01181/NOTI01181000489.xml#r3l51        | cisool sijd camisool
GT : 12788_NOTI01181/NOTI01181000489.xml#r3l46  | camisool sijd camisool

HTR: NOTI01181/NOTI01181000489.xml#r2l2         | beschreeven door mij He¬
GT : 12788_NOTI01181/NOTI01181000489.xml#r2l2   | beschreeven door mij He

HTR: NOTI01181/NOTI01181000489.xml#r2l4         | te Amsteldam bij den Hove
GT : 12788_NOTI01181/NOTI01181000489.xml#r2l4   | te Amsteldam bij den Hov

HTR: NOTI01181/NOTI01181000489.xml#r2l6         | en zijn de meubilaire go¬
GT : 12788_NOTI01181/NOTI01181000489.xml#r2l6   | en zijn de meubilaire go

HTR: NOTI01181/NOTI01181000489.xml#r2l8         | goud en silverwerk beru¬
GT : 12788_NOTI01181/NOTI01181000489.xml#r2l8   | goud en silverwerk berus¬

HTR: NOTI01181/NOTI01181000489.xml#r2l13        | hier na Curacao heeft ge¬
GT : 12788_NOTI01181/NOTI01181000489.xml#r2l13  | hier na Curacao heeft ge

HTR: NOTI01181/NOTI01181000489.xml#r2l15        | van deselve Jan Machu
GT : 12788_NOTI01181/NOTI01181000489.xml#r2l15  | van deselve Jan Machuij

HTR: NOTI01181/NOTI01181000489.xml#r2l16        | en desselvs huijsvrouw ge¬
GT : 12788_NOTI01181/NOTI01181000489.xml#r2l16  | en desselvs huijsvrouw ge

HTR: NOTI01181/NOTI01181000489.xml#r2l18        | Maria Muijlman geswo¬
GT : 12788_NOTI01181/NOTI01181000489.xml#r2l18  | Maria Muijlman geswo

HTR: NOTI01181/NOTI01181000489.xml#r2l22        | staan uytgedrukt, be¬
GT : 12788_NOTI01181/NOTI01181000489.xml#r2l22  | staan uijtgedrukt, be¬

HTR: NOTI01181/NOTI01181000489.xml#r2l24        | geene volgd
GT : 12788_NOTI01181/NOTI01181000489.xml#r2l24  | geene volgd,

HTR: NOTI01181/NOTI01181000490.xml#r2l30        | loten en een rotting met
GT : 12788_NOTI01181/NOTI01181000490.xml#r2l27  | sloten en een rotting met

HTR: NOTI01181/NOTI01181000490.xml#r2l34        | 4:
GT : 12788_NOTI01181/NOTI01181000490.xml#r2l31  | 4

HTR: NOTI01181/NOTI01181000490.xml#r2l47        | 10:
GT : 12788_NOTI01181/NOTI01181000490.xml#r2l44  | 10

HTR: NOTI01181/NOTI01181000490.xml#r2l51        | een ekenhoute Lessenaar
GT : 12788_NOTI01181/NOTI01181000490.xml#r2l48  | een ekenhoute Lessenaær

HTR: NOTI01181/NOTI01181000490.xml#r2l53        | ƒ 397 :12:
GT : 12788_NOTI01181/NOTI01181000490.xml#r2l50  | ƒ 397:12:

HTR: NOTI01181/NOTI01181000490.xml#r1l2         | Een Paarse Jas met een zijd
GT : 12788_NOTI01181/NOTI01181000490.xml#r1l2   | Een Paarse Jas met een Zijd

HTR: NOTI01181/NOTI01181000490.xml#r1l8         | 8:
GT : 12788_NOTI01181/NOTI01181000490.xml#r1l8   | 8

HTR: NOTI01181/NOTI01181000490.xml#r1l9         | twee wolle damaste borst
GT : 12788_NOTI01181/NOTI01181000490.xml#r1l9   | twee wolle damaste borst¬

HTR: NOTI01181/NOTI01181000490.xml#r1l11        | 8
GT : 12788_NOTI01181/NOTI01181000490.xml#r1l11  | 8:

HTR: NOTI01181/NOTI01181000490.xml#r1l19        | in 't portaal aan
GT : 12788_NOTI01181/NOTI01181000490.xml#r1l18  | in 't portaal aen

HTR: NOTI01181/NOTI01181000490.xml#r1l22        | Kopere theeketel
GT : 12788_NOTI01181/NOTI01181000490.xml#r1l21  | Kopere theeketel,

HTR: NOTI01181/NOTI01181000490.xml#r1l25        | G.
GT : 12788_NOTI01181/NOTI01181000490.xml#r1l25  | 4:

HTR: NOTI01181/NOTI01181000490.xml#r1l26        | Een Koper tabaksconfoir
GT : 12788_NOTI01181/NOTI01181000490.xml#r1l26  | Een koper tabaksconfoir

HTR: NOTI01181/NOTI01181000490.xml#r1l33        | 3:
GT : 12788_NOTI01181/NOTI01181000490.xml#r1l33  | 3

HTR: NOTI01181/NOTI01181000490.xml#r1l41        | een Koper Strijkijser en
GT : 12788_NOTI01181/NOTI01181000490.xml#r1l42  | een

HTR: NOTI01181/NOTI01181000490.xml#r1l41        | een Koper Strijkijser en
GT : 12788_NOTI01181/NOTI01181000490.xml#r1l43  | Koper strijkijser en

HTR: NOTI01181/NOTI01181000490.xml#r1l48        | 1:
GT : 12788_NOTI01181/NOTI01181000490.xml#r1l50  | 1

HTR: NOTI01181/NOTI01181000490.xml#r1l56        | ses dito lepels en een paple¬
GT : 12788_NOTI01181/NOTI01181000490.xml#r1l57  | Ses dito  lepels en een paple¬

HTR: NOTI01181/NOTI01181000490.xml#r1l60        | twee silvere Kokerties, twee pop¬
GT : 12788_NOTI01181/NOTI01181000490.xml#r1l61  | twee silvere kokerties, twee pop¬

HTR: NOTI01181/NOTI01181000490.xml#r1l62        | en twee vorkies, en eenigh
GT : 12788_NOTI01181/NOTI01181000490.xml#r1l63  | en twee vorkies, en eenige

HTR: NOTI01181/NOTI01181000490.xml#r1l63        | Knopier weegt te samen 21 loot
GT : 12788_NOTI01181/NOTI01181000490.xml#r1l64  | Knopies, weegt te samen 21 loot

HTR: NOTI01181/NOTI01181000490.xml#r1l64        | a 22 stuijver t loot 23:2:
GT : 12788_NOTI01181/NOTI01181000490.xml#r1l65  | a 22 Stuijvers t loot

HTR: NOTI01181/NOTI01181000490.xml#r1l64        | a 22 stuijver t loot 23:2:
GT : 12788_NOTI01181/NOTI01181000490.xml#r1l66  | 23: 4:

HTR: NOTI01181/NOTI01181000491.xml#r3l2         | procuratie door de voorn over¬
GT : 12788_NOTI01181/NOTI01181000491.xml#r2l2   | procuratie door de voorn. over¬

HTR: NOTI01181/NOTI01181000491.xml#r3l8         | geadministreert, per memorie.
GT : 12788_NOTI01181/NOTI01181000491.xml#r2l8   | geadministreert, per memorie

HTR: NOTI01181/NOTI01181000491.xml#r3l22        | daar af iets te hebben verswe
GT : 12788_NOTI01181/NOTI01181000491.xml#r2l22  | daar af iets te hebben verswe¬

HTR: NOTI01181/NOTI01181000491.xml#r3l31        | groten, bereijd zijnde des
GT : 12788_NOTI01181/NOTI01181000491.xml#r2l31  | groten, bereijd zijnde (des

HTR: NOTI01181/NOTI01181000491.xml#r3l32        | gerequireert werdende) de deug
GT : 12788_NOTI01181/NOTI01181000491.xml#r2l32  | gerequireert werdende) de deug¬

HTR: NOTI01181/NOTI01181000491.xml#r3l34        | solemneele Eede te bevestigen
GT : 12788_NOTI01181/NOTI01181000491.xml#r2l34  | Solemneele Eede te bevestigen.

HTR: NOTI01181/NOTI01181000491.xml#r3l37        | geslooten den sescen october des
GT : 12788_NOTI01181/NOTI01181000491.xml#r2l37  | geslooten den sesten october des

HTR: NOTI01181/NOTI01181000491.xml#r3l38        | Jaars 1745 ter praesentie van
GT : 12788_NOTI01181/NOTI01181000491.xml#r2l38  | Jaars 1745 ter presentie van

HTR: NOTI01181/NOTI01181000491.xml#r3l43        | Aend Apppel
GT : 12788_NOTI01181/NOTI01181000491.xml#r2l43  | Hendk Appel

HTR: NOTI01181/NOTI01181000491.xml#r3l44        | Jan Jan Lot
GT : 12788_NOTI01181/NOTI01181000491.xml#r2l44  | Jan van Loo

HTR: NOTI01181/NOTI01181000491.xml#r3l45        | Niolaas Witte
GT : 12788_NOTI01181/NOTI01181000491.xml#r2l45  | Nicolaas Witte

HTR: NOTI01181/NOTI01181000491.xml#r3l47        | H.M: Hoet
GT : 12788_NOTI01181/NOTI01181000491.xml#r2l47  | H. M. Hoet

HTR: NOTI01181/NOTI01181000491.xml#r3l48        | H:V:
GT : 12788_NOTI01181/NOTI01181000491.xml#r2l48  | H.V.

HTR: NOTI01181/NOTI01181000491.xml#r2l11        | als mede de prætensien van
GT : 12788_NOTI01181/NOTI01181000491.xml#r1l11  | als mede de pretensien van

HTR: NOTI01181/NOTI01181000491.xml#r2l14        | noemde schip gevaaren heb
GT : 12788_NOTI01181/NOTI01181000491.xml#r1l14  | noemde schip gevaaren heb¬

HTR: NOTI01181/NOTI01181000491.xml#r2l20        | en uijtstaande prætensien
GT : 12788_NOTI01181/NOTI01181000491.xml#r1l20  | en uijtstaande praetensien

HTR: NOTI01181/NOTI01181000491.xml#r2l21        | die van de gagien van het
GT : 12788_NOTI01181/NOTI01181000491.xml#r1l21  | die van de gagie van het

HTR: NOTI01181/NOTI01181000491.xml#r2l23        | zijn nevens de opgemeld¬
GT : 12788_NOTI01181/NOTI01181000491.xml#r1l23  | zijn nevens de opgemelde

HTR: NOTI01181/NOTI01181000491.xml#r2l25        | verdiende gagien ^
GT : 12788_NOTI01181/NOTI01181000491.xml#r1l25  | verdiende gagie

HTR: NOTI01181/NOTI01181000491.xml#r2l28        | berustende onder de Heer
GT : 12788_NOTI01181/NOTI01181000491.xml#r1l27  | berustende zijn onder de Heer

HTR: NOTI01181/NOTI01181000491.xml#r2l29        | Benedictus steenhof als
GT : 12788_NOTI01181/NOTI01181000491.xml#r1l28  | Benedictus Steenhof als

HTR: NOTI01181/NOTI01181000491.xml#r2l31        | noemde schip en alles des
GT : 12788_NOTI01181/NOTI01181000491.xml#r1l30  | noemde schip en alles dis¬

HTR: NOTI01181/NOTI01181000491.xml#r2l35        | twintigsten september des Jaars
GT : 12788_NOTI01181/NOTI01181000491.xml#r1l34  | twintigsten September deses Jaars

HTR: NOTI01181/NOTI01181000491.xml#r2l37        | getuijgen gepasseert
GT : 12788_NOTI01181/NOTI01181000491.xml#r1l36  | getuijgen gepasseert.

HTR: NOTI01181/NOTI01181000491.xml#r2l45        | voor d'Ede. achtb. Heeren Schee¬
GT : 12788_NOTI01181/NOTI01181000491.xml#r1l44  | voor d'ed. Achtb. Heeren Schee¬

HTR: NOTI01181/NOTI01181000491.xml#r2l46        | eenen deser stad aan Pieter
GT : 12788_NOTI01181/NOTI01181000491.xml#r1l45  | penen deser stad aan Pieter

HTR: NOTI01181/NOTI01181000491.xml#r2l48        | de Huurpenningen van
GT : 12788_NOTI01181/NOTI01181000491.xml#r1l47  | De Huurpenningen van

HTR: NOTI01181/NOTI01181000492.xml#r2l1         | gaafland
GT : 12788_NOTI01181/NOTI01181000492.xml#r2l1   | graafland

HTR: NOTI01181/NOTI01181000492.xml#r2l5         | manus van Heel, notaris t Am¬
GT : 12788_NOTI01181/NOTI01181000492.xml#r2l5   | manus van Heel, notaris te Am¬

HTR: NOTI01181/NOTI01181000492.xml#r2l6         | steldam, bij den hove van Holland ge¬
GT : 12788_NOTI01181/NOTI01181000492.xml#r2l6   | steldam bij den hove van Holland ge¬

HTR: NOTI01181/NOTI01181000492.xml#r2l7         | admitteert
GT : 12788_NOTI01181/NOTI01181000492.xml#r2l7   | admiteert

HTR: NOTI01181/NOTI01181000492.xml#r2l10        | Loo, als in huwlyk hebbende
GT : 12788_NOTI01181/NOTI01181000492.xml#r2l10  | Loo, als in huwelijk hebbende

HTR: NOTI01181/NOTI01181000492.xml#r2l15        | Swaneveld, volgens deszelfs testament
GT : 12788_NOTI01181/NOTI01181000492.xml#r2l15  | Swaneveld volgens deszelfs testament

HTR: NOTI01181/NOTI01181000492.xml#r2l16        | op den 4 Juny des jaar 1732 voor
GT : 12788_NOTI01181/NOTI01181000492.xml#r2l16  | op den 4 Juny het jaar 1731 voor

HTR: NOTI01181/NOTI01181000492.xml#r2l19        | seert, en in die qualiteijt den Boedel
GT : 12788_NOTI01181/NOTI01181000492.xml#r2l19  | seert en in die qualiteit den Boedel

HTR: NOTI01181/NOTI01181000492.xml#r2l21        | Swaneveld, die onlangs op de herwaarts
GT : 12788_NOTI01181/NOTI01181000492.xml#r2l21  | Swaneveld die onlangs op de herwaarts

HTR: NOTI01181/NOTI01181000492.xml#r2l22        | reijse van (maloo na deese stad is
GT : 12788_NOTI01181/NOTI01181000492.xml#r2l22  | reijse van C maloo na deese stad is

HTR: NOTI01181/NOTI01181000492.xml#r2l25        | Woonende de Comparanten binnen deese
GT : 12788_NOTI01181/NOTI01181000492.xml#r2l25  | Wonende de Comparanten binnen deese

HTR: NOTI01181/NOTI01181000492.xml#r2l28        | te constitueren, en magtig te maken de E
GT : 12788_NOTI01181/NOTI01181000492.xml#r2l28  | te constitueren en magtig te maken de E

HTR: NOTI01181/NOTI01181000492.xml#r2l30        | voor de Ed. achtbe. gerechte deeser stad
GT : 12788_NOTI01181/NOTI01181000492.xml#r2l30  | voor de Ed. achtb. gerechte deeser stad

HTR: NOTI01181/NOTI01181000492.xml#r2l31        | specialijk om de Brieven, van benefitie
GT : 12788_NOTI01181/NOTI01181000492.xml#r2l31  | specialijk om de Brieven van benefitie

HTR: NOTI01181/NOTI01181000492.xml#r2l33        | in hunne bovengem.. qualitejt op den
GT : 12788_NOTI01181/NOTI01181000492.xml#r2l33  | in hunne bovengeme. qualiteijt op den

HTR: NOTI01181/NOTI01181000492.xml#r2l35        | Ed. Hoogen Rade in Holland geim
GT : 12788_NOTI01181/NOTI01181000492.xml#r2l35  | Ed. Hoogen Raade in Holland geim

HTR: NOTI01181/NOTI01181000492.xml#r2l37        | aan de Ed achtb Heere Schepenen
GT : 12788_NOTI01181/NOTI01181000492.xml#r2l37  | aan de Ed. achtb. Heere Schepenen

HTR: NOTI01181/NOTI01181000492.xml#r2l38        | deeser stad ten beneficie rolle vacerende
GT : 12788_NOTI01181/NOTI01181000492.xml#r2l38  | deese stad ten beneficie rolle vacerende

HTR: NOTI01181/NOTI01181000492.xml#r1l1         | No: 168.
GT : 12788_NOTI01181/NOTI01181000492.xml#r1l1   | No. 168

HTR: NOTI01181/NOTI01181000493.xml#r1l2         | en zoo aldaar als verder daar toe zal
GT : 12788_NOTI01181/NOTI01181000493.xml#r1l2   | en zoo aldaar, als verder daar toe zal

HTR: NOTI01181/NOTI01181000493.xml#r1l3         | werden vereyscht tot het internoement
GT : 12788_NOTI01181/NOTI01181000493.xml#r1l3   | werden vereyscht tot het internement

HTR: NOTI01181/NOTI01181000493.xml#r1l14        | dat geene dat tot de voorn. zaak be
GT : 12788_NOTI01181/NOTI01181000493.xml#r1l14  | dat geene dat tot de voorn. zaak be¬

HTR: NOTI01181/NOTI01181000493.xml#r1l21        | band als na rechten
GT : 12788_NOTI01181/NOTI01181000493.xml#r1l21  | band als na rechten.

HTR: NOTI01181/NOTI01181000493.xml#r1l22        | Gepasseert in Amsteldam in praesenti
GT : 12788_NOTI01181/NOTI01181000493.xml#r1l22  | Gepasseert in Amsteldam in praesentat

HTR: NOTI01181/NOTI01181000493.xml#r1l30        | H:M: Hoet
GT : 12788_NOTI01181/NOTI01181000493.xml#r1l30  | H: M: Hoet

HTR: NOTI01181/NOTI01181000493.xml#r1l32        | HV: Heel
GT : 12788_NOTI01181/NOTI01181000493.xml#r1l31  | H

HTR: NOTI01181/NOTI01181000493.xml#r1l32        | HV: Heel
GT : 12788_NOTI01181/NOTI01181000493.xml#r1l32  | V Heel

HTR: NOTI01181/NOTI01181000494.xml#r2l2         | geen acht duijsent guldens gegoede
GT : 12788_NOTI01181/NOTI01181000494.xml#r1l2   | geen acht duijsent guldens gegoed

HTR: NOTI01181/NOTI01181000494.xml#r2l5         | Cliffod
GT : 12788_NOTI01181/NOTI01181000494.xml#r1l5   | Clifford

HTR: NOTI01181/NOTI01181000494.xml#r2l6         | No: 169
GT : 12788_NOTI01181/NOTI01181000494.xml#r1l6   | N.o 169

HTR: NOTI01181/NOTI01181000494.xml#r2l11        | Gt
GT : 12788_NOTI01181/NOTI01181000494.xml#r1l11  | G:t

HTR: NOTI01181/NOTI01181000495.xml#r3l2         | Wijnkoper
GT : 12788_NOTI01181/NOTI01181000495.xml#r3l1   | Wyn Koper

HTR: NOTI01181/NOTI01181000495.xml#r3l3         | EDirk Hobers Deste
GT : 12788_NOTI01181/NOTI01181000495.xml#line_1552318269862_1092 | de E Dirk Hobers Diste distela¬

HTR: NOTI01181/NOTI01181000495.xml#r3l7         | Echtelieden, wonende op de Haarlemmer
GT : 12788_NOTI01181/NOTI01181000495.xml#r3l6   | Echtelieden, wonende op de Haarlemmer¬

HTR: NOTI01181/NOTI01181000495.xml#r3l9         | zijnde de comparanten, die aan mij No¬
GT : 12788_NOTI01181/NOTI01181000495.xml#r3l8   | zijnde de Comparanten, die aan mij No¬

HTR: NOTI01181/NOTI01181000495.xml#r3l14        | staat, dewelke verklaarden voorgenoo¬
GT : 12788_NOTI01181/NOTI01181000495.xml#r3l13  | staat, dewelke Verklaarden voorgenoo¬

HTR: NOTI01181/NOTI01181000495.xml#r3l15        | men e te hebben om van hunne met de dood
GT : 12788_NOTI01181/NOTI01181000495.xml#r3l14  | men te hebben te hebben om van hunne met de dood

HTR: NOTI01181/NOTI01181000495.xml#r3l16        | natelatene goederen bij testament te dis
GT : 12788_NOTI01181/NOTI01181000495.xml#r3l15  | natelatene goederen bij testament te dis¬

HTR: NOTI01181/NOTI01181000495.xml#r3l27        | Hobers alsoo op nieuws disponeerende
GT : 12788_NOTI01181/NOTI01181000495.xml#r3l26  | Hobers alsoo op nieuws disponeerende,

HTR: NOTI01181/NOTI01181000495.xml#r3l34        | en het kind, 't welk hij bij haar in egt
GT : 12788_NOTI01181/NOTI01181000495.xml#r3l33  | en het Kind, 't welk hij bij haar in egt

HTR: NOTI01181/NOTI01181000495.xml#r3l35        | reets heeft verwekt mitsgaders de kind
GT : 12788_NOTI01181/NOTI01181000495.xml#r3l34  | reets heeft verwekt mitsgaders de Kind

HTR: NOTI01181/NOTI01181000495.xml#r3l36        | of kinderen, die hij bij haar Verder soude
GT : 12788_NOTI01181/NOTI01181000495.xml#r3l35  | of Kinderen, die hij bij haar Verder soude

HTR: NOTI01181/NOTI01181000495.xml#r3l37        | mogen verwecken en int leven nalaten te
GT : 12788_NOTI01181/NOTI01181000495.xml#r3l36  | mogen verwecken en in't leven nalaten te

HTR: NOTI01181/NOTI01181000495.xml#r3l44        | nagelaten, van welke natuur of benaning
GT : 12788_NOTI01181/NOTI01181000495.xml#r3l43  | nagelaten, van welke natuur of benaming

HTR: NOTI01181/NOTI01181000495.xml#r3l48        | kind of de kinderen die hij niet haar in huwe¬
GT : 12788_NOTI01181/NOTI01181000495.xml#r3l47  | Kind of de Kinderen die hij niet haar in huwe¬

HTR: NOTI01181/NOTI01181000495.xml#r3l51        | de zuijvere vruchten en Interessen, die na
GT : 12788_NOTI01181/NOTI01181000495.xml#r3l50  | de zuijvere vruchten en Interessen die na

HTR: NOTI01181/NOTI01181000495.xml#r3l53        | traordinaire lusten en reparatien, mitsga¬
GT : 12788_NOTI01181/NOTI01181000495.xml#r3l52  | traordinaire lusten en Reparatien, mitsga¬

HTR: NOTI01181/NOTI01181000495.xml#r3l54        | den honderste en achtste penningen of andere
GT : 12788_NOTI01181/NOTI01181000495.xml#r3l53  | ders honderste en achtste penningen of andere

HTR: NOTI01181/NOTI01181000495.xml#r3l56        | werden sal trecken, om daar voor het voorgem
GT : 12788_NOTI01181/NOTI01181000495.xml#r3l55  | werden sal trecken, om daar voor het voorgem:

HTR: NOTI01181/NOTI01181000495.xml#r1l2         | Seventien hondert vijf en veertig 's namid¬
GT : 12788_NOTI01181/NOTI01181000495.xml#r1l2   | Seventien hondert vijf en veertig ' S namid¬

HTR: NOTI01181/NOTI01181000495.xml#r1l3         | dags ten drie uuren Compareerden voor
GT : 12788_NOTI01181/NOTI01181000495.xml#r1l3   | dags ten drie uuren. Compareerden voor

HTR: NOTI01181/NOTI01181000495.xml#r1l6         | geadmitteert in praesentie van de nagenoem¬
GT : 12788_NOTI01181/NOTI01181000495.xml#r1l6   | geadmitteert in preesentie van de nagenoem¬

HTR: NOTI01181/NOTI01181000496.xml#r3l5         | de testatrice zijn huijsvrouw als voogdesse
GT : 12788_NOTI01181/NOTI01181000496.xml#r2l5   | de testatrice zijn huisvrouw als voogdesse

HTR: NOTI01181/NOTI01181000496.xml#r3l6         | over de kind of kinderen bij haar te verwecke
GT : 12788_NOTI01181/NOTI01181000496.xml#r2l6   | over de kind of kinderen bij haar te verwecken

HTR: NOTI01181/NOTI01181000496.xml#r3l7         | alle vereijschte magt na rechten nodig en
GT : 12788_NOTI01181/NOTI01181000496.xml#r2l7   | alle vereijschte magt na rechten nodigen

HTR: NOTI01181/NOTI01181000496.xml#r3l10        | toe
GT : 12788_NOTI01181/NOTI01181000496.xml#r2l10  | toe.

HTR: NOTI01181/NOTI01181000496.xml#r3l11        | En dit alles met eerbiedige uijtsluijting
GT : 12788_NOTI01181/NOTI01181000496.xml#r2l11  | En dit alles met eerbiedige uitsluijting

HTR: NOTI01181/NOTI01181000496.xml#r3l16        | Dog bij aldien hij Testateur mogt over¬
GT : 12788_NOTI01181/NOTI01181000496.xml#r2l16  | Dog bij aldien hij testateur mogt over¬

HTR: NOTI01181/NOTI01181000496.xml#r3l22        | nog in't leven zoude mogen zijn, dog niet
GT : 12788_NOTI01181/NOTI01181000496.xml#r2l23  | nog in't leven zoode mogen zijn, dog niet

HTR: NOTI01181/NOTI01181000496.xml#r3l23        | verder danten beloope van de legitime portie
GT : 12788_NOTI01181/NOTI01181000496.xml#r2l24  | verder dan beloopen van de legitime portie

HTR: NOTI01181/NOTI01181000496.xml#r3l27        | vervolgens medkomende tot dispositie, ver¬
GT : 12788_NOTI01181/NOTI01181000496.xml#r2l28  | vervolgens komende tot dispositie, ver¬

HTR: NOTI01181/NOTI01181000496.xml#r3l28        | klaarde tot haar eenige en iverseele Erv¬
GT : 12788_NOTI01181/NOTI01181000496.xml#r2l29  | klaarde tot haar eenige en universele Erv¬

HTR: NOTI01181/NOTI01181000496.xml#r3l29        | genaame te noemen en te instiueeren haare
GT : 12788_NOTI01181/NOTI01181000496.xml#r2l30  | genaame te noemen en te insinueeren haare

HTR: NOTI01181/NOTI01181000496.xml#r3l30        | gemelde man Dirk Hobersden testateurs
GT : 12788_NOTI01181/NOTI01181000496.xml#r2l31  | gemelde man Dirk Hobens testateur en sulks

HTR: NOTI01181/NOTI01181000496.xml#r3l31        | sulks in alle de goederen, roerende en onroe¬
GT : 12788_NOTI01181/NOTI01181000496.xml#r2l32  | in alle de goederen, voerende en onroe¬

HTR: NOTI01181/NOTI01181000496.xml#r3l33        | generaal in alles niets uytgesondert als
