PATTERN	COUNT	TOKENS	COVERAGE	CATEGORY	SIZE	FREQUENCY
Alphen en Jacob	354		1062	1.42198e-05	ngram	3	1.12415e-05
alle de gemelte	354		1062	1.42198e-05	ngram	3	1.12415e-05
winst ende verlies	353		1059	1.41796e-05	ngram	3	1.12098e-05
voor al het	353		1059	1.41796e-05	ngram	3	1.12098e-05
vader zalr .	353		1059	1.41796e-05	ngram	3	1.12098e-05
Testateur te wesen	353		1059	1.41796e-05	ngram	3	1.12098e-05
ten huyse vande	353		1059	1.41796e-05	ngram	3	1.12098e-05
soude mogen weesen	353		1059	1.41796e-05	ngram	3	1.12098e-05
op de Naem	353		1059	1.41796e-05	ngram	3	1.12098e-05
naar van woort	353		1059	1.41796e-05	ngram	3	1.12098e-05
in dienste van	353		1059	1.41796e-05	ngram	3	1.12098e-05
hij bij desen	353		1059	1.41796e-05	ngram	3	1.12098e-05
hierinne net en	353		1059	1.41796e-05	ngram	3	1.12098e-05
hebbe ick Dirck	353		1059	1.41796e-05	ngram	3	1.12098e-05
: getuijgen mij	353		1059	1.41796e-05	ngram	3	1.12098e-05
gestelt ende gecommitteert	353		1059	1.41796e-05	ngram	3	1.12098e-05
, ende Willem	353		1059	1.41796e-05	ngram	3	1.12098e-05
des noodt synde	353		1059	1.41796e-05	ngram	3	1.12098e-05
de comparant te	353		1059	1.41796e-05	ngram	3	1.12098e-05
Compt : voor	353		1059	1.41796e-05	ngram	3	1.12098e-05
alsoo geordonneert )	353		1059	1.41796e-05	ngram	3	1.12098e-05
aan hen door	353		1059	1.41796e-05	ngram	3	1.12098e-05
4 & 5	353		1059	1.41796e-05	ngram	3	1.12098e-05
2 get dat	353		1059	1.41796e-05	ngram	3	1.12098e-05
werden onder t	352		1056	1.41395e-05	ngram	3	1.1178e-05
voor Soldaet opt	352		1056	1.41395e-05	ngram	3	1.1178e-05
vijftig Compareerden voor	352		1056	1.41395e-05	ngram	3	1.1178e-05
vervolgen , Ende	352		1056	1.41395e-05	ngram	3	1.1178e-05
van Johannes van	352		1056	1.41395e-05	ngram	3	1.1178e-05
te versoeken ,	352		1056	1.41395e-05	ngram	3	1.1178e-05
te competeeren ,	352		1056	1.41395e-05	ngram	3	1.1178e-05
, staende ende	352		1056	1.41395e-05	ngram	3	1.1178e-05
soo als sij	352		1056	1.41395e-05	ngram	3	1.1178e-05
niet en sullen	352		1056	1.41395e-05	ngram	3	1.1178e-05
manieren naevolgende .	352		1056	1.41395e-05	ngram	3	1.1178e-05
Jans weduwe van	352		1056	1.41395e-05	ngram	3	1.1178e-05
Inwoonderen deser stede	352		1056	1.41395e-05	ngram	3	1.1178e-05
goede zijnde interessen	352		1056	1.41395e-05	ngram	3	1.1178e-05
, gecedeert ende	352		1056	1.41395e-05	ngram	3	1.1178e-05
) en Jan	352		1056	1.41395e-05	ngram	3	1.1178e-05
ende verright sal	352		1056	1.41395e-05	ngram	3	1.1178e-05
ende by den	352		1056	1.41395e-05	ngram	3	1.1178e-05
, die aan	352		1056	1.41395e-05	ngram	3	1.1178e-05
de wille keure	352		1056	1.41395e-05	ngram	3	1.1178e-05
dese aende voorn	352		1056	1.41395e-05	ngram	3	1.1178e-05
, Crediten ende	352		1056	1.41395e-05	ngram	3	1.1178e-05
comptoire van de	352		1056	1.41395e-05	ngram	3	1.1178e-05
Codicille , Gifte	352		1056	1.41395e-05	ngram	3	1.1178e-05
bevinden sal te	352		1056	1.41395e-05	ngram	3	1.1178e-05
: ao :	352		1056	1.41395e-05	ngram	3	1.1178e-05
alle soodanige goederen	352		1056	1.41395e-05	ngram	3	1.1178e-05
„ 7 „	352		1056	1.41395e-05	ngram	3	1.1178e-05
zal komen te	351		1053	1.40993e-05	ngram	3	1.11463e-05
zal goedvinden ,	351		1053	1.40993e-05	ngram	3	1.11463e-05
, weshalven de	351		1053	1.40993e-05	ngram	3	1.11463e-05
voor en ten	351		1053	1.40993e-05	ngram	3	1.11463e-05
van hun schip	351		1053	1.40993e-05	ngram	3	1.11463e-05
van hen getuijgen	351		1053	1.40993e-05	ngram	3	1.11463e-05
van alle sodanige	351		1053	1.40993e-05	ngram	3	1.11463e-05
te blijven van	351		1053	1.40993e-05	ngram	3	1.11463e-05
te bevestigen verklaart	351		1053	1.40993e-05	ngram	3	1.11463e-05
Soldaet opt schip	351		1053	1.40993e-05	ngram	3	1.11463e-05
sijn vrij eijgen	351		1053	1.40993e-05	ngram	3	1.11463e-05
sijnde , naerder	351		1053	1.40993e-05	ngram	3	1.11463e-05
sijn Compts .	351		1053	1.40993e-05	ngram	3	1.11463e-05
schip met de	351		1053	1.40993e-05	ngram	3	1.11463e-05
ponden te veertig	351		1053	1.40993e-05	ngram	3	1.11463e-05
op haer Testatrices	351		1053	1.40993e-05	ngram	3	1.11463e-05
of die van	351		1053	1.40993e-05	ngram	3	1.11463e-05
@ o 1690	351		1053	1.40993e-05	ngram	3	1.11463e-05
met desselvs toebehooren	351		1053	1.40993e-05	ngram	3	1.11463e-05
maer anders niet	351		1053	1.40993e-05	ngram	3	1.11463e-05
haar en haar	351		1053	1.40993e-05	ngram	3	1.11463e-05
groe Nots Pub	351		1053	1.40993e-05	ngram	3	1.11463e-05
goede zijnde Interessen	351		1053	1.40993e-05	ngram	3	1.11463e-05
geladen soude mogen	351		1053	1.40993e-05	ngram	3	1.11463e-05
, en ook	351		1053	1.40993e-05	ngram	3	1.11463e-05
Ende heeft in	351		1053	1.40993e-05	ngram	3	1.11463e-05
ende een halve	351		1053	1.40993e-05	ngram	3	1.11463e-05
, ende door	351		1053	1.40993e-05	ngram	3	1.11463e-05
eijgendom actuele ende	351		1053	1.40993e-05	ngram	3	1.11463e-05
de voornd :	351		1053	1.40993e-05	ngram	3	1.11463e-05
de Testateuren verclaren	351		1053	1.40993e-05	ngram	3	1.11463e-05
bij plaatsvulling en	351		1053	1.40993e-05	ngram	3	1.11463e-05
zijnde Interessen van	350		1050	1.40591e-05	ngram	3	1.11145e-05
van sijn voorn	350		1050	1.40591e-05	ngram	3	1.11145e-05
van Jacob Blijdenbergh	350		1050	1.40591e-05	ngram	3	1.11145e-05
van 12 stver	350		1050	1.40591e-05	ngram	3	1.11145e-05
tsij waer die	350		1050	1.40591e-05	ngram	3	1.11145e-05
tesamen de somme	350		1050	1.40591e-05	ngram	3	1.11145e-05
ten huwel .	350		1050	1.40591e-05	ngram	3	1.11145e-05
te geven aan	350		1050	1.40591e-05	ngram	3	1.11145e-05
soude kunnen en	350		1050	1.40591e-05	ngram	3	1.11145e-05
penn. met den	350		1050	1.40591e-05	ngram	3	1.11145e-05
op de eerste	350		1050	1.40591e-05	ngram	3	1.11145e-05
omme uyt haer	350		1050	1.40591e-05	ngram	3	1.11145e-05
, om het	350		1050	1.40591e-05	ngram	3	1.11145e-05
of persoonen ende	350		1050	1.40591e-05	ngram	3	1.11145e-05
nochtans , dat	350		1050	1.40591e-05	ngram	3	1.11145e-05
met begeerte dat	350		1050	1.40591e-05	ngram	3	1.11145e-05
hondert vijff en	350		1050	1.40591e-05	ngram	3	1.11145e-05
hij te rade	350		1050	1.40591e-05	ngram	3	1.11145e-05
goederen , /	350		1050	1.40591e-05	ngram	3	1.11145e-05
geboorte desselffs ons	350		1050	1.40591e-05	ngram	3	1.11145e-05
En wel eerstelijk	350		1050	1.40591e-05	ngram	3	1.11145e-05
ende geraden vinden	350		1050	1.40591e-05	ngram	3	1.11145e-05
ende gehoort hebben	350		1050	1.40591e-05	ngram	3	1.11145e-05
Een swarte lakense	350		1050	1.40591e-05	ngram	3	1.11145e-05
deser stede als	350		1050	1.40591e-05	ngram	3	1.11145e-05
den Boedel en	350		1050	1.40591e-05	ngram	3	1.11145e-05
alle welcke Conditien	350		1050	1.40591e-05	ngram	3	1.11145e-05
alle gevallen met	350		1050	1.40591e-05	ngram	3	1.11145e-05
wille keure deser	349		1047	1.4019e-05	ngram	3	1.10828e-05
, verklaert ende	349		1047	1.4019e-05	ngram	3	1.10828e-05
verbindende hij Compt	349		1047	1.4019e-05	ngram	3	1.10828e-05
tot het afloopen	349		1047	1.4019e-05	ngram	3	1.10828e-05
't geen sij	349		1047	1.4019e-05	ngram	3	1.10828e-05
ten Comptoire vande	349		1047	1.4019e-05	ngram	3	1.10828e-05
presentie van Henrick	349		1047	1.4019e-05	ngram	3	1.10828e-05
over te nemen	349		1047	1.4019e-05	ngram	3	1.10828e-05
ordre hebbende van	349		1047	1.4019e-05	ngram	3	1.10828e-05
oock alle gewesene	349		1047	1.4019e-05	ngram	3	1.10828e-05
kinderen ende Erfgenamen	349		1047	1.4019e-05	ngram	3	1.10828e-05
int leven nae	349		1047	1.4019e-05	ngram	3	1.10828e-05
ick Nots .	349		1047	1.4019e-05	ngram	3	1.10828e-05
huijden den 2en	349		1047	1.4019e-05	ngram	3	1.10828e-05
Huijden den 2	349		1047	1.4019e-05	ngram	3	1.10828e-05
Huijden den 10	349		1047	1.4019e-05	ngram	3	1.10828e-05
hoe dat de	349		1047	1.4019e-05	ngram	3	1.10828e-05
hebben ende behouden	349		1047	1.4019e-05	ngram	3	1.10828e-05
Gestr : Hr	349		1047	1.4019e-05	ngram	3	1.10828e-05
geen gemeenschap van	349		1047	1.4019e-05	ngram	3	1.10828e-05
en voor reekening	349		1047	1.4019e-05	ngram	3	1.10828e-05
en dit alles	349		1047	1.4019e-05	ngram	3	1.10828e-05
ende de gereetschappen	349		1047	1.4019e-05	ngram	3	1.10828e-05
) en Cons	349		1047	1.4019e-05	ngram	3	1.10828e-05
doen Belovende etc.	349		1047	1.4019e-05	ngram	3	1.10828e-05
dirck Van der	349		1047	1.4019e-05	ngram	3	1.10828e-05
, die van	349		1047	1.4019e-05	ngram	3	1.10828e-05
dien Belovende hij	349		1047	1.4019e-05	ngram	3	1.10828e-05
, die heeden	349		1047	1.4019e-05	ngram	3	1.10828e-05
de somme Van	349		1047	1.4019e-05	ngram	3	1.10828e-05
des gerequireert werdende	349		1047	1.4019e-05	ngram	3	1.10828e-05
deselve kind of	349		1047	1.4019e-05	ngram	3	1.10828e-05
des doodts ,	349		1047	1.4019e-05	ngram	3	1.10828e-05
den selven etc.	349		1047	1.4019e-05	ngram	3	1.10828e-05
den E :	349		1047	1.4019e-05	ngram	3	1.10828e-05
de 3e: get	349		1047	1.4019e-05	ngram	3	1.10828e-05
, daer op	349		1047	1.4019e-05	ngram	3	1.10828e-05
Amen Inden Jare	349		1047	1.4019e-05	ngram	3	1.10828e-05
van Tien hondert	348		1044	1.39788e-05	ngram	3	1.1051e-05
van noden sijn	348		1044	1.39788e-05	ngram	3	1.1051e-05
van Hendrik Simons	348		1044	1.39788e-05	ngram	3	1.1051e-05
, van haer	348		1044	1.39788e-05	ngram	3	1.1051e-05
van Fredrik van	348		1044	1.39788e-05	ngram	3	1.1051e-05
vande Voorsz .	348		1044	1.39788e-05	ngram	3	1.1051e-05
toe , Ende	348		1044	1.39788e-05	ngram	3	1.1051e-05
stad bij appoinctement	348		1044	1.39788e-05	ngram	3	1.1051e-05
soo sijl .	348		1044	1.39788e-05	ngram	3	1.1051e-05
sijn voor overlijden	348		1044	1.39788e-05	ngram	3	1.1051e-05
sal betaelt worden	348		1044	1.39788e-05	ngram	3	1.1051e-05
presentie Van de	348		1044	1.39788e-05	ngram	3	1.1051e-05
obligatie ten laste	348		1044	1.39788e-05	ngram	3	1.1051e-05
Jans wede .	348		1044	1.39788e-05	ngram	3	1.1051e-05
int leven is	348		1044	1.39788e-05	ngram	3	1.1051e-05
, het selve	348		1044	1.39788e-05	ngram	3	1.1051e-05
goetvast ende van	348		1044	1.39788e-05	ngram	3	1.1051e-05
gets : van	348		1044	1.39788e-05	ngram	3	1.1051e-05
ƒ 15 „	348		1044	1.39788e-05	ngram	3	1.1051e-05
erve staende ende	348		1044	1.39788e-05	ngram	3	1.1051e-05
en ontfangen mitsgaders	348		1044	1.39788e-05	ngram	3	1.1051e-05
de waarheijd ,	348		1044	1.39788e-05	ngram	3	1.1051e-05
als bij het	348		1044	1.39788e-05	ngram	3	1.1051e-05
als anders te	348		1044	1.39788e-05	ngram	3	1.1051e-05
acte van quitantie	348		1044	1.39788e-05	ngram	3	1.1051e-05
aan een ieder	348		1044	1.39788e-05	ngram	3	1.1051e-05
aan de Comparanten	348		1044	1.39788e-05	ngram	3	1.1051e-05
1 get verklaart	348		1044	1.39788e-05	ngram	3	1.1051e-05
van t selve	347		1041	1.39386e-05	ngram	3	1.10192e-05
van Juffe .	347		1041	1.39386e-05	ngram	3	1.10192e-05
Vande nabesz .	347		1041	1.39386e-05	ngram	3	1.10192e-05
, tot een	347		1041	1.39386e-05	ngram	3	1.10192e-05
te stellen .	347		1041	1.39386e-05	ngram	3	1.10192e-05
Testatrices voorn .	347		1041	1.39386e-05	ngram	3	1.10192e-05
te houden voor	347		1041	1.39386e-05	ngram	3	1.10192e-05
somme van tweeduijsent	347		1041	1.39386e-05	ngram	3	1.10192e-05
sij doet bij	347		1041	1.39386e-05	ngram	3	1.10192e-05
schipper daer mede	347		1041	1.39386e-05	ngram	3	1.10192e-05
rechten te observeeren	347		1041	1.39386e-05	ngram	3	1.10192e-05
, quiteerende haar	347		1041	1.39386e-05	ngram	3	1.10192e-05
op het selve	347		1041	1.39386e-05	ngram	3	1.10192e-05
Mr. Hendrik Daniel	347		1041	1.39386e-05	ngram	3	1.10192e-05
mitsgaders schulden en	347		1041	1.39386e-05	ngram	3	1.10192e-05
kind , off	347		1041	1.39386e-05	ngram	3	1.10192e-05
in presentie Van	347		1041	1.39386e-05	ngram	3	1.10192e-05
huijse mijns notarij	347		1041	1.39386e-05	ngram	3	1.10192e-05
Huijden den 22	347		1041	1.39386e-05	ngram	3	1.10192e-05
hoe ook genaamt	347		1041	1.39386e-05	ngram	3	1.10192e-05
hem Comparant op	347		1041	1.39386e-05	ngram	3	1.10192e-05
gesond en tot	347		1041	1.39386e-05	ngram	3	1.10192e-05
gereetschappen van dien	347		1041	1.39386e-05	ngram	3	1.10192e-05
gem : Jan	347		1041	1.39386e-05	ngram	3	1.10192e-05
eynde te mogen	347		1041	1.39386e-05	ngram	3	1.10192e-05
en weder te	347		1041	1.39386e-05	ngram	3	1.10192e-05
ende Pieter Carstensz	347		1041	1.39386e-05	ngram	3	1.10192e-05
, Ende bij	347		1041	1.39386e-05	ngram	3	1.10192e-05
dien , ende	347		1041	1.39386e-05	ngram	3	1.10192e-05
alsulcx , ofte	347		1041	1.39386e-05	ngram	3	1.10192e-05
4e: get :	347		1041	1.39386e-05	ngram	3	1.10192e-05
was voorgeleesen ,	346		1038	1.38984e-05	ngram	3	1.09875e-05
vor mij Hermanus	346		1038	1.38984e-05	ngram	3	1.09875e-05
voijagie te verdienen	346		1038	1.38984e-05	ngram	3	1.09875e-05
ter minne ter	346		1038	1.38984e-05	ngram	3	1.09875e-05
te bevrijden .	346		1038	1.38984e-05	ngram	3	1.09875e-05
, sulcx sy	346		1038	1.38984e-05	ngram	3	1.09875e-05
soo Capitaal als	346		1038	1.38984e-05	ngram	3	1.09875e-05
soo als die	346		1038	1.38984e-05	ngram	3	1.09875e-05
sonder eenige kortinge	346		1038	1.38984e-05	ngram	3	1.09875e-05
somme van vierhondert	346		1038	1.38984e-05	ngram	3	1.09875e-05
sij getuijgen den	346		1038	1.38984e-05	ngram	3	1.09875e-05
Seullijn als getuijgen	346		1038	1.38984e-05	ngram	3	1.09875e-05
Op Hujden den	346		1038	1.38984e-05	ngram	3	1.09875e-05
Openbaer Notaris bij	346		1038	1.38984e-05	ngram	3	1.09875e-05
op en aan	346		1038	1.38984e-05	ngram	3	1.09875e-05
op de reijse	346		1038	1.38984e-05	ngram	3	1.09875e-05
op den 20e.	346		1038	1.38984e-05	ngram	3	1.09875e-05
of kinderen voor	346		1038	1.38984e-05	ngram	3	1.09875e-05
, mogen ende	346		1038	1.38984e-05	ngram	3	1.09875e-05
met een ijsere	346		1038	1.38984e-05	ngram	3	1.09875e-05
Johannes Henricxsz Clercquen	346		1038	1.38984e-05	ngram	3	1.09875e-05
in hun schip	346		1038	1.38984e-05	ngram	3	1.09875e-05
indemneeren , te	346		1038	1.38984e-05	ngram	3	1.09875e-05
In Amstelredamme ,	346		1038	1.38984e-05	ngram	3	1.09875e-05
hier van Acte	346		1038	1.38984e-05	ngram	3	1.09875e-05
hen Comparanten persoonen	346		1038	1.38984e-05	ngram	3	1.09875e-05
hem 3 get	346		1038	1.38984e-05	ngram	3	1.09875e-05
get. op den	346		1038	1.38984e-05	ngram	3	1.09875e-05
ƒ 7 „	346		1038	1.38984e-05	ngram	3	1.09875e-05
en haar man	346		1038	1.38984e-05	ngram	3	1.09875e-05
ende was get	346		1038	1.38984e-05	ngram	3	1.09875e-05
ende inhouden ter	346		1038	1.38984e-05	ngram	3	1.09875e-05
, ende daar	346		1038	1.38984e-05	ngram	3	1.09875e-05
eenige beschreven rechten	346		1038	1.38984e-05	ngram	3	1.09875e-05
de Heer en	346		1038	1.38984e-05	ngram	3	1.09875e-05
de bescheijden daer	346		1038	1.38984e-05	ngram	3	1.09875e-05
dato den 30	346		1038	1.38984e-05	ngram	3	1.09875e-05
Cum potestate substituendi	346		1038	1.38984e-05	ngram	3	1.09875e-05
Conditien de voorn	346		1038	1.38984e-05	ngram	3	1.09875e-05
by desen belooft	346		1038	1.38984e-05	ngram	3	1.09875e-05
blanco op de	346		1038	1.38984e-05	ngram	3	1.09875e-05
: bekent ende	346		1038	1.38984e-05	ngram	3	1.09875e-05
, alle deselve	346		1038	1.38984e-05	ngram	3	1.09875e-05
actuale ende reale	346		1038	1.38984e-05	ngram	3	1.09875e-05
: voornt :	345		1035	1.38583e-05	ngram	3	1.09557e-05
van ses duysent	345		1035	1.38583e-05	ngram	3	1.09557e-05
van den Wel	345		1035	1.38583e-05	ngram	3	1.09557e-05
te wesen haerl	345		1035	1.38583e-05	ngram	3	1.09557e-05
sulx doende mits	345		1035	1.38583e-05	ngram	3	1.09557e-05
solemneel te sterken	345		1035	1.38583e-05	ngram	3	1.09557e-05
sijn en daar	345		1035	1.38583e-05	ngram	3	1.09557e-05
September des Jaars	345		1035	1.38583e-05	ngram	3	1.09557e-05
saecke van alle	345		1035	1.38583e-05	ngram	3	1.09557e-05
renten van dien	345		1035	1.38583e-05	ngram	3	1.09557e-05
over ende weder	345		1035	1.38583e-05	ngram	3	1.09557e-05
op haar testatrices	345		1035	1.38583e-05	ngram	3	1.09557e-05
nodich tot de	345		1035	1.38583e-05	ngram	3	1.09557e-05
kinderen of verdere	345		1035	1.38583e-05	ngram	3	1.09557e-05
Holland en West	345		1035	1.38583e-05	ngram	3	1.09557e-05
gagie , maendt	345		1035	1.38583e-05	ngram	3	1.09557e-05
gaf ende seijde	345		1035	1.38583e-05	ngram	3	1.09557e-05
, en goederen	345		1035	1.38583e-05	ngram	3	1.09557e-05
ende questie die	345		1035	1.38583e-05	ngram	3	1.09557e-05
ende metter doodt	345		1035	1.38583e-05	ngram	3	1.09557e-05
ende bekende ,	345		1035	1.38583e-05	ngram	3	1.09557e-05
ee de solemneel	345		1035	1.38583e-05	ngram	3	1.09557e-05
dus hier Capl	345		1035	1.38583e-05	ngram	3	1.09557e-05
daer mede met	345		1035	1.38583e-05	ngram	3	1.09557e-05
andere Steeden ofte	345		1035	1.38583e-05	ngram	3	1.09557e-05
alles zonder dat	345		1035	1.38583e-05	ngram	3	1.09557e-05
alle deselve ,	345		1035	1.38583e-05	ngram	3	1.09557e-05
vruchten ende bladen	344		1032	1.38181e-05	ngram	3	1.0924e-05
van Samuel romp	344		1032	1.38181e-05	ngram	3	1.0924e-05
van Eede ter	344		1032	1.38181e-05	ngram	3	1.0924e-05
t ' geen	344		1032	1.38181e-05	ngram	3	1.0924e-05
, soo waarlijk	344		1032	1.38181e-05	ngram	3	1.0924e-05
Savonts de klocke	344		1032	1.38181e-05	ngram	3	1.0924e-05
overlijden volcomen effect	344		1032	1.38181e-05	ngram	3	1.0924e-05
op dese voorss	344		1032	1.38181e-05	ngram	3	1.0924e-05
mondigen dage of	344		1032	1.38181e-05	ngram	3	1.0924e-05
metter doot ontruijmt	344		1032	1.38181e-05	ngram	3	1.0924e-05
kunnen en vermogen	344		1032	1.38181e-05	ngram	3	1.0924e-05
hare goederen disponeren	344		1032	1.38181e-05	ngram	3	1.0924e-05
groe ende Evert	344		1032	1.38181e-05	ngram	3	1.0924e-05
goedt vast ende	344		1032	1.38181e-05	ngram	3	1.0924e-05
gij geinst .	344		1032	1.38181e-05	ngram	3	1.0924e-05
getuigen voor redenen	344		1032	1.38181e-05	ngram	3	1.0924e-05
, gelijk mede	344		1032	1.38181e-05	ngram	3	1.0924e-05
en Jufvr .	344		1032	1.38181e-05	ngram	3	1.0924e-05
ende hare verstant	344		1032	1.38181e-05	ngram	3	1.0924e-05
een sesde part	344		1032	1.38181e-05	ngram	3	1.0924e-05
eenige ende uiversele	344		1032	1.38181e-05	ngram	3	1.0924e-05
doot en te	344		1032	1.38181e-05	ngram	3	1.0924e-05
doen wes hij	344		1032	1.38181e-05	ngram	3	1.0924e-05
desselfs Gesubstitueerden in	344		1032	1.38181e-05	ngram	3	1.0924e-05
de persoon en	344		1032	1.38181e-05	ngram	3	1.0924e-05
dat in sulken	344		1032	1.38181e-05	ngram	3	1.0924e-05
Costen , verstreckte	344		1032	1.38181e-05	ngram	3	1.0924e-05
, alsoo de	344		1032	1.38181e-05	ngram	3	1.0924e-05
alhier in Amstm	344		1032	1.38181e-05	ngram	3	1.0924e-05
aan de volgende	344		1032	1.38181e-05	ngram	3	1.0924e-05
wesen gel .	343		1029	1.37779e-05	ngram	3	1.08922e-05
volle voldoening toe	343		1029	1.37779e-05	ngram	3	1.08922e-05
verrichten t geen	343		1029	1.37779e-05	ngram	3	1.08922e-05
van tselve te	343		1029	1.37779e-05	ngram	3	1.08922e-05
van syn voorss	343		1029	1.37779e-05	ngram	3	1.08922e-05
vande Westindische Comp	343		1029	1.37779e-05	ngram	3	1.08922e-05
, tot haer	343		1029	1.37779e-05	ngram	3	1.08922e-05
st. ƒ 1	343		1029	1.37779e-05	ngram	3	1.08922e-05
soo waarlijk moest	343		1029	1.37779e-05	ngram	3	1.08922e-05
op den 17e.	343		1029	1.37779e-05	ngram	3	1.08922e-05
of daar van	343		1029	1.37779e-05	ngram	3	1.08922e-05
machtich gemaeckt .	343		1029	1.37779e-05	ngram	3	1.08922e-05
, maant ende	343		1029	1.37779e-05	ngram	3	1.08922e-05
indient noot sij	343		1029	1.37779e-05	ngram	3	1.08922e-05
in des soodanigens	343		1029	1.37779e-05	ngram	3	1.08922e-05
huijden den 11en	343		1029	1.37779e-05	ngram	3	1.08922e-05
hebben te dragen	343		1029	1.37779e-05	ngram	3	1.08922e-05
getekent , gebleeken	343		1029	1.37779e-05	ngram	3	1.08922e-05
Erve staende ende	343		1029	1.37779e-05	ngram	3	1.08922e-05
en vijftig Compareerde	343		1029	1.37779e-05	ngram	3	1.08922e-05
, ende onverbreeckelijck	343		1029	1.37779e-05	ngram	3	1.08922e-05
, ende buijtgelden	343		1029	1.37779e-05	ngram	3	1.08922e-05
door hem Heer	343		1029	1.37779e-05	ngram	3	1.08922e-05
dit haer Testament	343		1029	1.37779e-05	ngram	3	1.08922e-05
de gemaakte voor	343		1029	1.37779e-05	ngram	3	1.08922e-05
Anthonij Daniel Loofs	343		1029	1.37779e-05	ngram	3	1.08922e-05
als bij den	343		1029	1.37779e-05	ngram	3	1.08922e-05
alhier gedateert den	343		1029	1.37779e-05	ngram	3	1.08922e-05
Zeedijck binnen deser	342		1026	1.37378e-05	ngram	3	1.08605e-05
woonagtig op de	342		1026	1.37378e-05	ngram	3	1.08605e-05
vruchten ende renten	342		1026	1.37378e-05	ngram	3	1.08605e-05
Volgt den Teneur	342		1026	1.37378e-05	ngram	3	1.08605e-05
versoecke van Jan	342		1026	1.37378e-05	ngram	3	1.08605e-05
vader ende moeder	342		1026	1.37378e-05	ngram	3	1.08605e-05
uijt sijn Compt	342		1026	1.37378e-05	ngram	3	1.08605e-05
tot woorde soo	342		1026	1.37378e-05	ngram	3	1.08605e-05
reijse te verdienen	342		1026	1.37378e-05	ngram	3	1.08605e-05
overleden , ende	342		1026	1.37378e-05	ngram	3	1.08605e-05
opspraeke die daer	342		1026	1.37378e-05	ngram	3	1.08605e-05
Op den Twee	342		1026	1.37378e-05	ngram	3	1.08605e-05
oock by alle	342		1026	1.37378e-05	ngram	3	1.08605e-05
ondergenoemde getuijgen bekend	342		1026	1.37378e-05	ngram	3	1.08605e-05
naam van hem	342		1026	1.37378e-05	ngram	3	1.08605e-05
met haer vrij	342		1026	1.37378e-05	ngram	3	1.08605e-05
meede doen desselfs	342		1026	1.37378e-05	ngram	3	1.08605e-05
hondert guldens eens	342		1026	1.37378e-05	ngram	3	1.08605e-05
guldens en tien	342		1026	1.37378e-05	ngram	3	1.08605e-05
: Gestr :	342		1026	1.37378e-05	ngram	3	1.08605e-05
ende voor goet	342		1026	1.37378e-05	ngram	3	1.08605e-05
en dertig guldens	342		1026	1.37378e-05	ngram	3	1.08605e-05
, ende deuchdelijck	342		1026	1.37378e-05	ngram	3	1.08605e-05
ende aenspraecke te	342		1026	1.37378e-05	ngram	3	1.08605e-05
de pommare ende	342		1026	1.37378e-05	ngram	3	1.08605e-05
den WelEd Gestr	342		1026	1.37378e-05	ngram	3	1.08605e-05
de kooppenningen te	342		1026	1.37378e-05	ngram	3	1.08605e-05
daar en boven	342		1026	1.37378e-05	ngram	3	1.08605e-05
bescheyden daer van	342		1026	1.37378e-05	ngram	3	1.08605e-05
achtbaare Heeren scheepenen	342		1026	1.37378e-05	ngram	3	1.08605e-05
aan haar in	342		1026	1.37378e-05	ngram	3	1.08605e-05
volgens de bescheijden	341		1023	1.36976e-05	ngram	3	1.08287e-05
van substitutie en	341		1023	1.36976e-05	ngram	3	1.08287e-05
van hem getuijge	341		1023	1.36976e-05	ngram	3	1.08287e-05
van den Testateur	341		1023	1.36976e-05	ngram	3	1.08287e-05
van den testamente	341		1023	1.36976e-05	ngram	3	1.08287e-05
van aerssen van	341		1023	1.36976e-05	ngram	3	1.08287e-05
